block size	1000	1024	1050	2048
16	0.667224	0.769728	0.730721	1.97939
24	0.658732	0.759546	0.692152	1.45915
32	0.644582	0.724406	0.688004	1.6144
40	0.672323	0.695429	0.706845	1.46022
48	0.65861	0.678647	0.691125	1.6127
56	0.656619	0.672083	0.690645	1.51733
64	0.644129	0.659512	0.688065	1.51868
72	0.657153	0.672606	0.690029	1.45984
80	0.656675	0.672024	0.689556	1.51929
88	0.656978	0.672181	0.689391	1.51845
96	0.655491	0.670795	0.689265	1.51957
104	0.657713	0.673018	0.69026	1.5163
112	0.657457	0.673136	0.690136	1.61242
120	0.656587	0.672424	0.689957	1.6137
128	0.644417	0.659488	0.687447	1.51773
136	0.657278	0.672783	0.689831	1.45918
144	0.657482	0.672638	0.689761	1.51757
152	0.656563	0.672118	0.690528	1.51727
160	0.656827	0.672306	0.689979	1.51702
168	0.658032	0.673638	0.690595	1.51691
176	0.657991	0.673413	0.690695	1.61587
184	0.658417	0.673737	0.690968	1.61599
192	0.658457	0.674057	0.690895	1.61727
200	0.672873	0.688894	0.706926	1.61798
208	0.671209	0.687489	0.707083	1.74965
216	0.657985	0.673733	0.705428	1.74584
224	0.657166	0.672688	0.690877	1.61799
232	0.657118	0.672905	0.690802	1.61603
240	0.655213	0.67163	0.689226	1.61179
248	0.65353	0.670374	0.688313	1.51433
256	0.644342	0.659973	0.687806	1.51296
264	0.65542	0.670847	0.688892	1.45754
272	0.655618	0.670936	0.687765	1.5107
280	0.656737	0.672386	0.689147	1.50991
288	0.656844	0.67239	0.689217	1.51253
296	0.657947	0.673536	0.690254	1.5123
304	0.658093	0.673429	0.690278	1.51363
312	0.658226	0.673764	0.690774	1.51344
320	0.658101	0.673822	0.690613	1.51481
328	0.659098	0.674631	0.691502	1.51432
336	0.659152	0.674746	0.691726	1.61103
344	0.658744	0.67473	0.691597	1.61116
352	0.658653	0.674423	0.692024	1.61334
360	0.658389	0.674184	0.691883	1.61382
368	0.658409	0.673755	0.691371	1.61446
376	0.658244	0.673807	0.691111	1.61493
384	0.65838	0.673827	0.690685	1.61536
392	0.670672	0.686356	0.703765	1.61532
400	0.670597	0.686626	0.703703	1.74382
408	0.671231	0.686984	0.704225	1.74832
416	0.67137	0.687095	0.704321	1.75128
424	0.67263	0.688457	0.706159	1.75556
432	0.672503	0.688323	0.706281	1.75686
440	0.672906	0.68856	0.706412	1.75651
448	0.672795	0.688528	0.706486	1.75766
456	0.673357	0.689062	0.706337	1.75772
464	0.673393	0.689291	0.706424	1.94049
472	0.673431	0.689189	0.70649	1.94939
480	0.673467	0.689363	0.70646	1.9547
488	0.673765	0.689613	0.706843	1.96432
496	0.67387	0.689869	0.707238	1.96489
504	0.674048	0.689987	0.707178	1.9653
512	0.674082	0.690009	0.707109	1.96632
520	0.701572	0.718132	0.736572	1.96667
528	0.701453	0.718459	0.736435	
536	0.701074	0.717785	0.736252	
544	0.701431	0.717934	0.735774	
552	0.702812	0.719162	0.737703	
560	0.702671	0.719208	0.737599	
568	0.702588	0.719021	0.737496	
576	0.702751	0.719298	0.737868	
584	0.703107	0.719687	0.737563	
592	0.703102	0.719849	0.737636	
600	0.703187	0.719619	0.737654	
608	0.703204	0.719518	0.737959	
616	0.703577	0.720241	0.738265	
624	0.703766	0.720387	0.738444	
632	0.703816	0.72032	0.738228	
640	0.703867	0.720522	0.738449	
648	0.751007	0.76877	0.787862	
656	0.751303	0.768871	0.787838	
664	0.751695	0.769049	0.788182	
672	0.752044	0.769524	0.788664	
680	0.753235	0.770976	0.790577	
688	0.753277	0.771103	0.790754	
696	0.753595	0.771478	0.79108	
704	0.753857	0.771676	0.791183	
712	0.754151	0.771853	0.791032	
720	0.754264	0.77185	0.791419	
728	0.754021	0.772103	0.79118	
736	0.754338	0.771958	0.791158	
744	0.754761	0.772438	0.791706	
752	0.754678	0.772525	0.791653	
760	0.754695	0.772557	0.791761	
768	0.754812	0.772551	0.792007	
776	0.817301	0.836234	0.857192	
784	0.817388	0.836439	0.857395	
792	0.81905	0.838171	0.859205	
800	0.819734	0.839213	0.860099	
808	0.821254	0.840613	0.861722	
816	0.821411	0.840491	0.861971	
824	0.822969	0.84225	0.863625	
832	0.823508	0.843009	0.864117	
840	0.823925	0.843172	0.864274	
848	0.824002	0.843258	0.864021	
856	0.82392	0.843421	0.864285	
864	0.824071	0.843484	0.86452	
872	0.824509	0.843781	0.865102	
880	0.824699	0.84402	0.865155	
888	0.82499	0.844151	0.86514	
896	0.825185	0.844457	0.865545	
904	0.911587	0.93317	0.956762	
912	0.912568	0.933809	0.957711	
920	0.91775	0.940185	0.962747	
928	0.918646	0.939742	0.963502	
936	0.920487	0.941803	0.965531	
944	0.920846	0.942083	0.965929	
952	0.924847	0.94632	0.970381	
960	0.925395	0.947212	0.970799	
968	0.925933	0.947785	0.971331	
976	0.925948	0.947663	0.971069	
984	0.925935	0.947748	0.971232	
992	0.925747	0.947936	0.971429	
1000	0.92616	0.948406	0.972053	
1008	0.926354	0.948505	0.971777	
1016	0.926614	0.948712	0.97233	
1024	0.926588	0.94888	0.972742	
