file shaders/planet.vert.glsl loaded
file shaders/planet.geom.glsl loaded
file shaders/planet.frag.glsl loaded
16	5.02981
24	2.81965
32	2.38354
40	3.46472
48	2.81811
56	2.57921
64	2.38274
72	3.10446
80	2.8154
88	2.57907
96	2.38337
104	2.82192
112	2.57799
120	2.57761
128	2.3821
136	2.82286
144	2.82412
152	2.57579
160	2.57046
168	2.81854
176	2.81775
184	2.57753
192	2.3821
200	2.57948
208	2.57771
216	2.57945
224	2.57983
232	2.83656
240	2.82445
248	2.57759
256	2.3819
264	2.58049
272	2.58058
280	2.58043
288	2.57883
296	2.82949
304	2.82977
312	2.83607
320	2.83846
328	3.12465
336	3.12581
344	2.84839
352	2.83512
360	2.83531
368	2.58144
376	2.57794
384	2.38109
392	2.57569
400	2.57517
408	2.58084
416	2.58119
424	2.58351
432	2.58295
440	2.58319
448	2.58184
456	2.84691
464	2.84758
472	2.8538
480	2.85436
488	2.85986
496	2.85896
504	2.85903
512	2.85901
520	3.19787
528	3.19932
536	3.20798
544	3.20902
552	3.20371
560	3.20529
568	3.21417
576	3.21559
584	3.57061
592	3.57052
600	3.57854
608	3.57964
616	3.58143
624	3.56967
632	3.57009
640	3.19952
648	3.19821
656	3.1927
664	3.19189
672	3.15649
680	3.15242
688	2.84955
696	2.85063
704	2.8514
712	2.84972
720	2.83246
728	2.58171
736	2.5804
744	2.57621
752	2.5741
760	2.57368
768	2.37591
776	2.56687
784	2.56659
792	2.57311
800	2.57363
808	2.5771
816	2.57748
824	2.58328
832	2.5843
840	2.585
848	2.5845
856	2.58503
864	2.58438
872	2.58626
880	2.58634
888	2.58727
896	2.58707
904	2.86845
912	2.86877
920	2.88203
928	2.88349
936	2.88423
944	2.88416
952	2.89324
960	2.89447
968	2.89474
976	2.89491
984	2.89495
992	2.89545
1000	2.89725
1008	2.897
1016	2.89723
1024	2.89748
