16	1.97939
32	1.45915
48	1.6144
64	1.46022
80	1.6127
96	1.51733
112	1.51868
128	1.45984
144	1.51929
160	1.51845
176	1.51957
192	1.5163
208	1.61242
224	1.6137
240	1.51773
256	1.45918
272	1.51757
288	1.51727
304	1.51702
320	1.51691
336	1.61587
352	1.61599
368	1.61727
384	1.61798
400	1.74965
416	1.74584
432	1.61799
448	1.61603
464	1.61179
480	1.51433
496	1.51296
512	1.45754
528	1.5107
544	1.50991
560	1.51253
576	1.5123
592	1.51363
608	1.51344
624	1.51481
640	1.51432
656	1.61103
672	1.61116
688	1.61334
704	1.61382
720	1.61446
736	1.61493
752	1.61536
768	1.61532
784	1.74382
800	1.74832
816	1.75128
832	1.75556
848	1.75686
864	1.75651
880	1.75766
896	1.75772
912	1.94049
928	1.94939
944	1.9547
960	1.96432
976	1.96489
992	1.9653
1008	1.96632
1024	1.96667
