file shaders/planet.vert.glsl loaded
file shaders/planet.geom.glsl loaded
file shaders/planet.frag.glsl loaded
16	7.61561
24	6.37914
32	3.72792
40	6.04583
48	5.07864
56	4.56599
64	3.73402
72	5.10246
80	4.6011
88	4.13602
96	4.11874
104	4.55197
112	4.54766
120	4.10556
128	3.73419
136	4.61004
144	4.52638
152	4.13311
160	4.11742
168	4.52286
176	4.126
184	4.126
192	4.12474
200	4.55383
208	4.13785
216	4.14699
224	4.14795
232	4.58176
240	4.58227
248	4.12812
256	3.74908
264	4.17407
272	4.17455
280	4.17287
288	4.17237
296	4.64502
304	4.61811
312	4.61848
320	4.58799
328	4.6396
336	4.17737
344	4.17279
352	4.1741
360	4.18899
368	4.18996
376	4.18764
384	4.18813
392	4.67552
400	4.6764
408	4.67448
416	4.67001
424	5.09989
432	5.1003
440	5.10068
448	5.10154
456	5.15485
464	5.0886
472	4.64973
480	4.62909
488	4.63259
496	4.20297
504	4.19011
512	3.7803
520	4.23237
528	4.23235
536	4.24606
544	4.24603
552	4.25118
560	4.25043
568	4.25441
576	4.25413
584	4.73538
592	4.73468
600	4.73844
608	4.7395
616	4.74348
624	4.74334
632	4.74264
640	4.74318
648	5.22866
656	5.22946
664	5.23949
672	5.23907
680	5.24292
688	5.2427
696	5.24227
704	5.24218
712	5.68463
720	5.68393
728	5.68474
736	5.68628
744	5.69474
752	5.69556
760	5.69541
768	5.69591
776	6.12813
784	6.12787
792	6.12831
800	6.12805
808	6.16784
816	6.16761
824	6.16607
832	6.12737
840	6.12791
848	6.12673
856	5.67112
864	5.66762
872	5.66687
880	5.66649
888	5.61083
896	5.18787
904	5.18701
912	5.18536
920	5.15652
928	5.15591
936	5.15555
944	4.70979
952	4.69859
960	4.69045
968	4.73785
976	4.6902
984	4.30934
992	4.30866
1000	4.30904
1008	4.30879
1016	4.27444
1024	3.82946
