block size	1024	2048	3072	4096
16	0.769728	2.07014	5.02981	7.61561
24	0.759546	1.62588	2.81965	6.37914
32	0.724406	1.45903	2.38354	3.72792
40	0.695429	1.74449	3.46472	6.04583
48	0.678647	1.61372	2.81811	5.07864
56	0.672083	1.52051	2.57921	4.56599
64	0.659512	1.45983	2.38274	3.73402
72	0.672606	1.61545	3.10446	5.10246
80	0.672024	1.61215	2.8154	4.6011
88	0.672181	1.52006	2.57907	4.13602
96	0.670795	1.51675	2.38337	4.11874
104	0.673018	1.52108	2.82192	4.55197
112	0.673136	1.51901	2.57799	4.54766
120	0.672424	1.51761	2.57761	4.10556
128	0.659488	1.45948	2.3821	3.73419
136	0.672783	1.52284	2.82286	4.61004
144	0.672638	1.51889	2.82412	4.52638
152	0.672118	1.51856	2.57579	4.13311
160	0.672306	1.51748	2.57046	4.11742
168	0.673638	1.51987	2.81854	4.52286
176	0.673413	1.5186	2.81775	4.126
184	0.673737	1.5183	2.57753	4.126
192	0.674057	1.51612	2.3821	4.12474
200	0.688894	1.6126	2.57948	4.55383
208	0.687489	1.61327	2.57771	4.13785
216	0.673733	1.61302	2.57945	4.14699
224	0.672688	1.61349	2.57983	4.14795
232	0.672905	1.61764	2.83656	4.58176
240	0.67163	1.51834	2.82445	4.58227
248	0.670374	1.5166	2.57759	4.12812
256	0.659973	1.45952	2.3819	3.74908
264	0.670847	1.5171	2.58049	4.17407
272	0.670936	1.51728	2.58058	4.17455
280	0.672386	1.51887	2.58043	4.17287
288	0.67239	1.51772	2.57883	4.17237
296	0.673536	1.51827	2.82949	4.64502
304	0.673429	1.51702	2.82977	4.61811
312	0.673764	1.51678	2.83607	4.61848
320	0.673822	1.51648	2.83846	4.58799
328	0.674631	1.61501	3.12465	4.6396
336	0.674746	1.61535	3.12581	4.17737
344	0.67473	1.61535	2.84839	4.17279
352	0.674423	1.61566	2.83512	4.1741
360	0.674184	1.61688	2.83531	4.18899
368	0.673755	1.61699	2.58144	4.18996
376	0.673807	1.61078	2.57794	4.18764
384	0.673827	1.61753	2.38109	4.18813
392	0.686356	1.74935	2.57569	4.67552
400	0.686626	1.74921	2.57517	4.6764
408	0.686984	1.75232	2.58084	4.67448
416	0.687095	1.7454	2.58119	4.67001
424	0.688457	1.74492	2.58351	5.09989
432	0.688323	1.61735	2.58295	5.1003
440	0.68856	1.61586	2.58319	5.10068
448	0.688528	1.61546	2.58184	5.10154
456	0.689062	1.61591	2.84691	5.15485
464	0.689291	1.61007	2.84758	5.0886
472	0.689189	1.51562	2.8538	4.64973
480	0.689363	1.51409	2.85436	4.62909
488	0.689613	1.51482	2.85986	4.63259
496	0.689869	1.51249	2.85896	4.20297
504	0.689987	1.51198	2.85903	4.19011
512	0.690009	1.45741	2.85901	3.7803
520	0.718132	1.51021	3.19787	4.23237
528	0.718459	1.51038	3.19932	4.23235
536	0.717785	1.5093	3.20798	4.24606
544	0.717934	1.50981	3.20902	4.24603
552	0.719162	1.51222	3.20371	4.25118
560	0.719208	1.51256	3.20529	4.25043
568	0.719021	1.51188	3.21417	4.25441
576	0.719298	1.51225	3.21559	4.25413
584	0.719687	1.51304	3.57061	4.73538
592	0.719849	1.51286	3.57052	4.73468
600	0.719619	1.51299	3.57854	4.73844
608	0.719518	1.51259	3.57964	4.7395
616	0.720241	1.51425	3.58143	4.74348
624	0.720387	1.51164	3.56967	4.74334
632	0.72032	1.50751	3.57009	4.74264
640	0.720522	1.51066	3.19952	4.74318
648	0.76877	1.6103	3.19821	5.22866
656	0.768871	1.61063	3.1927	5.22946
664	0.769049	1.61092	3.19189	5.23949
672	0.769524	1.61151	3.15649	5.23907
680	0.770976	1.61403	3.15242	5.24292
688	0.771103	1.61248	2.84955	5.2427
696	0.771478	1.61357	2.85063	5.24227
704	0.771676	1.61324	2.8514	5.24218
712	0.771853	1.61257	2.84972	5.68463
720	0.77185	1.64701	2.83246	5.68393
728	0.772103	1.61412	2.58171	5.68474
736	0.771958	1.61484	2.5804	5.68628
744	0.772438	1.61561	2.57621	5.69474
752	0.772525	1.61566	2.5741	5.69556
760	0.772557	1.61586	2.57368	5.69541
768	0.772551	1.61557	2.37591	5.69591
776	0.836234	1.74391	2.56687	6.12813
784	0.836439	1.74413	2.56659	6.12787
792	0.838171	1.74846	2.57311	6.12831
800	0.839213	1.74836	2.57363	6.12805
808	0.840613	1.75121	2.5771	6.16784
816	0.840491	1.7512	2.57748	6.16761
824	0.84225	1.7549	2.58328	6.16607
832	0.843009	1.75568	2.5843	6.12737
840	0.843172	1.75656	2.585	6.12791
848	0.843258	1.75667	2.5845	6.12673
856	0.843421	1.75718	2.58503	5.67112
864	0.843484	1.75663	2.58438	5.66762
872	0.843781	1.75742	2.58626	5.66687
880	0.84402	1.75763	2.58634	5.66649
888	0.844151	1.75789	2.58727	5.61083
896	0.844457	1.75851	2.58707	5.18787
904	0.93317	1.93838	2.86845	5.18701
