16	0.730721
24	0.692152
32	0.688004
40	0.706845
48	0.691125
56	0.690645
64	0.688065
72	0.690029
80	0.689556
88	0.689391
96	0.689265
104	0.69026
112	0.690136
120	0.689957
128	0.687447
136	0.689831
144	0.689761
152	0.690528
160	0.689979
168	0.690595
176	0.690695
184	0.690968
192	0.690895
200	0.706926
208	0.707083
216	0.705428
224	0.690877
232	0.690802
240	0.689226
248	0.688313
256	0.687806
264	0.688892
272	0.687765
280	0.689147
288	0.689217
296	0.690254
304	0.690278
312	0.690774
320	0.690613
328	0.691502
336	0.691726
344	0.691597
352	0.692024
360	0.691883
368	0.691371
376	0.691111
384	0.690685
392	0.703765
400	0.703703
408	0.704225
416	0.704321
424	0.706159
432	0.706281
440	0.706412
448	0.706486
456	0.706337
464	0.706424
472	0.70649
480	0.70646
488	0.706843
496	0.707238
504	0.707178
512	0.707109
520	0.736572
528	0.736435
536	0.736252
544	0.735774
552	0.737703
560	0.737599
568	0.737496
576	0.737868
584	0.737563
592	0.737636
600	0.737654
608	0.737959
616	0.738265
624	0.738444
632	0.738228
640	0.738449
648	0.787862
656	0.787838
664	0.788182
672	0.788664
680	0.790577
688	0.790754
696	0.79108
704	0.791183
712	0.791032
720	0.791419
728	0.79118
736	0.791158
744	0.791706
752	0.791653
760	0.791761
768	0.792007
776	0.857192
784	0.857395
792	0.859205
800	0.860099
808	0.861722
816	0.861971
824	0.863625
832	0.864117
840	0.864274
848	0.864021
856	0.864285
864	0.86452
872	0.865102
880	0.865155
888	0.86514
896	0.865545
904	0.956762
912	0.957711
920	0.962747
928	0.963502
936	0.965531
944	0.965929
952	0.970381
960	0.970799
968	0.971331
976	0.971069
984	0.971232
992	0.971429
1000	0.972053
1008	0.971777
1016	0.97233
1024	0.972742
